Day,Hour,Minute,Network
4,2,25,3.8044809818366447
4,2,24,3.5510182188755435
4,2,23,2.1552778515447093
4,2,22,2.7237226079969914
4,2,21,2.2191873662311736
4,2,20,3.3377682745006005
4,2,19,2.002122167555716
4,2,18,2.8477081626740586
4,2,17,3.5319615517136995
4,2,16,3.210148535125556
4,2,15,2.3555023292119235
4,2,14,3.1564667856745174
4,2,13,3.343712382321777
4,2,12,2.7833554362188675
4,2,11,3.4626582644942063
4,2,10,2.3352150384434722
4,2,9,3.4626013103919258
4,2,8,2.423012053947917
4,2,7,3.0446742862219116
4,2,6,3.061587504175307
4,2,5,3.953070238380932
4,2,4,2.4879174970831435
4,2,3,3.8118756050495466
4,2,2,3.8919402559941676
4,2,1,3.9753260955313263
4,2,0,3.7310437230964646
4,1,59,2.461630343469083
4,1,58,2.0041979994837753
4,1,57,2.272095663904445
4,1,56,2.579524950553277
4,1,55,2.7300684543945324
4,1,54,2.0216015555264417
4,1,53,2.6999196931571716
4,1,52,2.7021484268357314
4,1,51,2.1972691558984576
4,1,50,2.197437651714572
4,1,49,2.3447432886710216
4,1,48,2.6432630706820346
4,1,47,2.7055005828360414
4,1,46,2.50954510635932
4,1,45,2.3641445582333818
4,1,44,2.280883909874083
4,1,43,2.93153688662005
4,1,42,2.145434536278564
4,1,41,2.729218690042921
4,1,40,2.1451560815313737
4,1,39,2.4138356150234697
4,1,38,2.2240540180888453
4,1,37,2.6971141709033346
4,1,36,2.7025545025814446
4,1,35,2.5739771619422567
4,1,34,2.856367124768671
4,1,33,2.060174784866252
4,1,32,2.9132023767811335
4,1,31,2.8251605635969397
4,1,30,2.2770291074250206
4,1,29,2.969140206801897
4,1,28,2.085564004726845
4,1,27,2.241244828384703
4,1,26,2.9488492028502398
4,1,25,2.841545725827087
4,1,24,2.0195346004997443
4,1,23,2.899861393809009
4,1,22,2.776220304628036
4,1,21,2.957206853678413
4,1,20,2.737955012914964
4,1,19,2.258911974334541
4,1,18,2.0697628171571565
4,1,17,2.5966718275681253
4,1,16,2.410413481305641
4,1,15,2.755211658405416
4,1,14,2.4306437700086976
4,1,13,2.937901551322047
4,1,12,2.339796259016357
4,1,11,2.519839708426796
4,1,10,2.1591328830991317
4,1,9,2.5404038162116453
4,1,8,2.806750402423225
4,1,7,2.292059404819753
4,1,6,2.550640447172561
4,1,5,2.1649415579878157
4,1,4,2.2262270409807954
4,1,3,2.3447592720294828
4,1,2,2.1671343589121608
4,1,1,2.613216393111843
4,1,0,2.290391673332739
4,0,59,2
4,0,58,2
4,0,57,2
4,0,56,2
4,0,55,2
4,0,54,2
4,0,53,2
4,0,52,2
4,0,51,2
4,0,50,2
4,0,49,2
4,0,48,2
4,0,47,2
4,0,46,2
4,0,45,2
4,0,44,2
4,0,43,2
4,0,42,2
4,0,41,2
4,0,40,2
4,0,39,2
4,0,38,2
4,0,37,2
4,0,36,2
4,0,35,2
4,0,34,2
4,0,33,2
4,0,32,2
4,0,31,2
4,0,30,2
4,0,29,2
4,0,28,2
4,0,27,2
4,0,26,2
4,0,25,2
4,0,24,2
4,0,23,2
4,0,22,2
4,0,21,2
4,0,20,2
4,0,19,2
4,0,18,2
4,0,17,2
4,0,16,2
4,0,15,2
4,0,14,2
4,0,13,2
4,0,12,2
4,0,11,2
4,0,10,2
4,0,9,2
4,0,8,2
4,0,7,2
4,0,6,2
4,0,5,2
4,0,4,2
4,0,3,2
4,0,2,2
4,0,1,2
4,0,0,2
3,23,59,6.023542704484769
3,23,58,12.798158396709441
3,23,57,9.412867101047706
3,23,56,27.658638722855482
3,23,55,20.710650768870078
3,23,54,8.701306459795466
3,23,53,25.24226475173366
3,23,52,25.71063264098468
3,23,51,20.853758376540426
3,23,50,14.331266423307548
3,23,49,23.91626445586812
3,23,48,24.011528174298096
3,23,47,11.275311104632461
3,23,46,19.571580403910126
3,23,45,12.86732822027808
3,23,44,25.277952509896696
3,23,43,16.90162748686719
3,23,42,6.854436408050921
3,23,41,22.059667134447356
3,23,40,12.8925818349115
3,23,39,13.578391789978651
3,23,38,21.339296435184526
3,23,37,13.662815565736105
3,23,36,13.999839492042122
3,23,35,10.371074419181605
3,23,34,21.13188194262
3,23,33,5.871719877712492
3,23,32,7.9651055133695206
3,23,31,23.746909218983532
3,23,30,26.81617522936318
3,23,29,13.196743559920087
3,23,28,12.621401676489679
3,23,27,22.840578558974705
3,23,26,24.174281798453475
3,23,25,26.928606021935565
3,23,24,22.18114947884316
3,23,23,13.44566039431257
3,23,22,18.40474529779339
3,23,21,5.642285804075531
3,23,20,10.729473718144781
3,23,19,14.086849815621058
3,23,18,9.296298129704788
3,23,17,13.116594143252042
3,23,16,11.208136453935463
3,23,15,7.234230272367398
3,23,14,26.79135324689894
3,23,13,13.784525887659841
3,23,12,26.426786934103873
3,23,11,12.95883504340996
3,23,10,17.123384910456227
3,23,9,15.391350050565778
3,23,8,27.58977588603321
3,23,7,20.866197578465425
3,23,6,25.857017080214778
3,23,5,6.817719355875653
3,23,4,6.781948786369669
3,23,3,16.008653733118646
3,23,2,25.238925715274817
3,23,1,5.5966321634699145
3,23,0,9.13303041547421
3,22,59,22.643482898697744
3,22,58,10.551216572023836
3,22,57,23.264495725310695
3,22,56,21.726582604019146
3,22,55,20.929358193831828
3,22,54,5.28386524441438
3,22,53,23.43902687508911
3,22,52,8.899161538215601
3,22,51,9.89597967945738
3,22,50,5.593101390039473
3,22,49,12.141537894501182
3,22,48,10.93532967260619
3,22,47,25.749999493618454
3,22,46,14.739378875155158
3,22,45,11.032825054189964
3,22,44,7.223259602735485
3,22,43,14.356895333940411
3,22,42,19.332572745589758
3,22,41,5.136795959438682
3,22,40,19.21642171317983
3,22,39,17.716631149099676
3,22,38,17.248457480657628
3,22,37,8.934905403443015
3,22,36,20.651611383134213
3,22,35,23.38603394580287
3,22,34,7.1025923122979915
3,22,33,21.11978022639387
3,22,32,14.610332148391233
3,22,31,9.71715823565987
3,22,30,19.344929771333817
3,22,29,6.329964704740071
3,22,28,16.02398615854974
3,22,27,17.78765403316178
3,22,26,9.204351794017548
3,22,25,21.618954482838795
3,22,24,23.17777447402225
3,22,23,11.060950929654737
3,22,22,9.528161936926486
3,22,21,24.92587329834493
3,22,20,12.315955596148399
3,22,19,19.314931632900556
3,22,18,6.607776568321295
3,22,17,7.679943846009859
3,22,16,25.47477210426894
3,22,15,18.515880824588827
3,22,14,12.152420555544378
3,22,13,6.208109374490533
3,22,12,9.99307274737308
3,22,11,21.951483761061194
3,22,10,21.90287814166929
3,22,9,17.9460035188891
3,22,8,11.682818960940265
3,22,7,6.196799566993459
3,22,6,8.372971126543906
3,22,5,19.236350218435888
3,22,4,8.17003060390731
3,22,3,8.43093152475625
3,22,2,19.424114507754638
3,22,1,7.22686060254658
3,22,0,11.812349209909016
3,21,59,17.949980776290225
3,21,58,24.426031239823647
3,21,57,10.57353516725552
3,21,56,5.696358789112313
3,21,55,19.8298948020833
3,21,54,18.55811149095797
3,21,53,6.3077692936860466
3,21,52,23.821194729141762
3,21,51,22.291723499601524
3,21,50,21.52479570277093
3,21,49,9.299037266352375
3,21,48,15.227048561264281
3,21,47,19.701108645878676
3,21,46,21.202960092762172
3,21,45,8.688480370629946
3,21,44,25.675690454060398
3,21,43,12.659897805356724
3,21,42,21.367079793945745
3,21,41,16.759955201922992
3,21,40,13.549261505441521
3,21,39,7.484335188015781
3,21,38,24.478820939617403
3,21,37,9.684532053861023
3,21,36,23.10546758247645
3,21,35,12.721335845510843
3,21,34,7.974810291139287
3,21,33,19.955214323182297
3,21,32,12.831292284832726
3,21,31,6.590476563710216
3,21,30,9.364240882196878
3,21,29,10.365878168064842
3,21,28,5.265903640801117
3,21,27,22.475404613131175
3,21,26,12.310454401607057
3,21,25,20.834689612429333
3,21,24,10.995177249849789
3,21,23,19.616341221860708
3,21,22,8.801672321056119
3,21,21,19.196795664251347
3,21,20,12.15121723040016
3,21,19,24.355652636819983
3,21,18,13.130127746555251
3,21,17,14.70991369818694
3,21,16,20.84297084358156
3,21,15,22.444902249191692
3,21,14,13.57234711142387
3,21,13,21.56499836109318
3,21,12,9.756547222106553
3,21,11,10.427437818461422
3,21,10,11.710078549924841
3,21,9,7.5908974146713835
3,21,8,16.58884839775358
3,21,7,9.199003581320447
3,21,6,19.214573681362744
3,21,5,11.297315266727932
3,21,4,13.909515165955833
3,21,3,20.327959739690264
3,21,2,24.118231530786534
3,21,1,14.65796878668814
3,21,0,8.989258046495785
3,20,59,15.230626481970024
3,20,58,14.498200340175769
3,20,57,22.795260074364474
3,20,56,20.875114150910456
3,20,55,22.61192741378863
3,20,54,12.870406834723576
3,20,53,6.0933932680633305
3,20,52,22.672203720734526
3,20,51,21.535344406896588
3,20,50,19.158221962265316
3,20,49,15.895468675411035
3,20,48,21.232517794768057
3,20,47,14.005820912837606
3,20,46,24.4301633803641
3,20,45,11.425695147418145
3,20,44,18.172241389289088
3,20,43,5.862311008606762
3,20,42,9.216908806388798
3,20,41,16.34631036041789
3,20,40,15.926114646501471
3,20,39,7.48367895622574
3,20,38,16.51774494637034
3,20,37,21.06055484156495
3,20,36,20.93203083264879
3,20,35,7.784671514758094
3,20,34,11.497620931045816
3,20,33,12.395677125495439
3,20,32,24.491323354132554
3,20,31,23.847994098078626
3,20,30,11.571880637048766
3,20,29,6.691737379423338
3,20,28,16.912663428709187
3,20,27,8.840896079697691
3,20,26,11.70617038967572
3,20,25,11.938265779109472
3,20,24,15.606663134338728
3,20,23,12.247744325655601
3,20,22,22.16776442009767
3,20,21,20.953470549453062
3,20,20,16.23865556802092
3,20,19,21.404606886304105
3,20,18,23.078348691656682
3,20,17,20.901775597955183
3,20,16,17.133962591287606
3,20,15,18.62609038947715
3,20,14,7.10298598888027
3,20,13,15.454973258058551
3,20,12,13.89526303888482
3,20,11,11.82054790632111
3,20,10,18.96165391300506
3,20,9,16.87673583402189
3,20,8,10.060455871840123
3,20,7,22.795828581619194
3,20,6,13.383882358079514
3,20,5,19.278091460343234
3,20,4,5.070318851673954
3,20,3,14.107269632198506
3,20,2,15.879335718600595
3,20,1,7.888418561344498
3,20,0,8.515374393092667
3,19,59,6.175321607289264
3,19,58,12.892236957305155
3,19,57,15.114710518643967
3,19,56,7.974610035359867
3,19,55,9.258356583888267
3,19,54,16.973576686738994
3,19,53,16.46236657487391
3,19,52,22.683470804738647
3,19,51,23.735879618982782
3,19,50,19.60915418300476
3,19,49,5.538490117769358
3,19,48,6.718247380840449
3,19,47,12.709090076495897
3,19,46,10.680870221702747
3,19,45,13.639222060645542
3,19,44,5.57780527128862
3,19,43,22.61690017076446
3,19,42,10.016129814836997
3,19,41,14.726952671234029
3,19,40,10.321943641411064
3,19,39,10.435658833553966
3,19,38,17.53352597990137
3,19,37,15.94135300741864
3,19,36,12.132913686106374
3,19,35,11.021422391967024
3,19,34,17.505388264532385
3,19,33,19.03532226454727
3,19,32,19.362155577939017
3,19,31,15.24006888474295
3,19,30,22.763489533562847
3,19,29,13.295278309166992
3,19,28,12.508336258811571
3,19,27,14.91855267461383
3,19,26,13.480154004118628
3,19,25,13.84144630819275
3,19,24,6.832517306442476
3,19,23,15.111649270105332
3,19,22,5.610316797962181
3,19,21,13.721983631849952
3,19,20,14.043561757236844
3,19,19,10.154197858036131
3,19,18,12.84726419314822
3,19,17,18.716517187126474
3,19,16,9.35654603410535
3,19,15,16.218157907775275
3,19,14,11.600273471945878
3,19,13,21.553423637019893
3,19,12,20.392931424076735
3,19,11,11.666249461096577
3,19,10,11.499997208575959
3,19,9,13.659735298658656
3,19,8,16.38844791455047
3,19,7,16.941035794998193
3,19,6,18.09962440131076
3,19,5,12.497458567305767
3,19,4,21.299719064527608
3,19,3,17.015107022727324
3,19,2,13.601494965361848
3,19,1,5.0259324864102055
3,19,0,21.854755995122115
3,18,59,5.670533085823117
3,18,58,7.020960644954966
3,18,57,9.765634283863722
3,18,56,5.333039609479584
3,18,55,22.384932286845228
3,18,54,7.123830161203424
3,18,53,21.039420512891798
3,18,52,16.968479036608542
3,18,51,8.099129833001875
3,18,50,17.85694780505827
3,18,49,11.630198393055958
3,18,48,17.678323894784217
3,18,47,18.021892138853094
3,18,46,9.390492323314518
3,18,45,10.39972760624287
3,18,44,15.137520886667385
3,18,43,13.81216090163204
3,18,42,15.10825594871478
3,18,41,20.36876290551177
3,18,40,9.464513272661765
3,18,39,19.368143272123536
3,18,38,16.335630158663385
3,18,37,14.93455545115124
3,18,36,16.17745324794517
3,18,35,11.786293842466659
3,18,34,21.410930410295908
3,18,33,12.065778705095521
3,18,32,21.351557574747662
3,18,31,10.091506737293553
3,18,30,15.013327523184612
3,18,29,8.908101570211265
3,18,28,9.003953019325742
3,18,27,18.771979906648138
3,18,26,13.36227971290563
3,18,25,19.17591167695572
3,18,24,6.031960944832992
3,18,23,16.81033437945461
3,18,22,5.04875250293576
3,18,21,18.6095870829216
3,18,20,12.106689258466407
3,18,19,19.294562355940982
3,18,18,16.037033776765504
3,18,17,7.370355845775164
3,18,16,18.608274728306256
3,18,15,10.997277715726279
3,18,14,10.4739314403404
3,18,13,20.248406400219864
3,18,12,5.894677554428536
3,18,11,10.860729124883385
3,18,10,16.376120694854897
3,18,9,6.622834549745973
3,18,8,7.514939513619174
3,18,7,14.850516727463127
3,18,6,13.993325987087484
3,18,5,22.086909277431328
3,18,4,22.76666858416583
3,18,3,14.675934059712448
3,18,2,20.674840513379802
3,18,1,5.827945390931282
3,18,0,18.818441652148486
3,17,59,44.07358250569788
3,17,58,37.97146768103898
3,17,57,42.07754340671537
3,17,56,41.38571754304553
3,17,55,33.62096141183037
3,17,54,37.962096140740044
3,17,53,35.81884015984486
3,17,52,31.397390650488937
3,17,51,32.51696546297745
3,17,50,44.78337077391841
3,17,49,46.18687148879357
3,17,48,42.26234801520993
3,17,47,30.135844424344295
3,17,46,30.372191605989535
3,17,45,37.43091737243897
3,17,44,43.40777138471293
3,17,43,32.59307755007403
3,17,42,37.5777394317769
3,17,41,43.545520338162845
3,17,40,45.51168966663135
3,17,39,38.324284031169014
3,17,38,32.09832630391267
3,17,37,46.10734232412956
3,17,36,31.655433156479617
3,17,35,36.147251210555126
3,17,34,42.71306338353556
3,17,33,37.15708633322443
3,17,32,42.20800938576832
3,17,31,32.928556372139774
3,17,30,30.033087145041993
3,17,29,30.5724328865791
3,17,28,30.134943943889176
3,17,27,43.91842811074269
3,17,26,42.40961638436122
3,17,25,42.518243818416664
3,17,24,30.58783842409392
3,17,23,35.93434164689535
3,17,22,45.35864120581329
3,17,21,46.85139820741404
3,17,20,45.82107817756512
3,17,19,36.70741836289104
3,17,18,46.712018539756485
3,17,17,39.70344143080004
3,17,16,46.806027025777134
3,17,15,39.88982401549737
3,17,14,33.64666727066476
3,17,13,36.80018929486795
3,17,12,41.28171468263
3,17,11,33.50979452647167
3,17,10,45.72453498998648
3,17,9,33.07115214772657
3,17,8,40.563387710276906
3,17,7,38.63221310370923
3,17,6,43.812720915068
3,17,5,30.738790315689243
3,17,4,45.72746426871571
3,17,3,32.88635030991674
3,17,2,38.211481404788955
3,17,1,45.67024379466753
3,17,0,32.208505242257296
3,16,59,54.037874366005404
3,16,58,44.670835376436216
3,16,57,51.658532043176514
3,16,56,41.824718070591665
3,16,55,46.2206057813526
3,16,54,41.193845982607016
3,16,53,51.64266983115912
3,16,52,53.41320600412387
3,16,51,42.13540100166147
3,16,50,50.07577885583171
3,16,49,53.955874421110046
3,16,48,45.57345290027063
3,16,47,48.93725292157462
3,16,46,49.3229538210192
3,16,45,51.15236113815477
3,16,44,54.68962444170549
3,16,43,45.98945344918361
3,16,42,54.3155742017224
3,16,41,50.41891089167781
3,16,40,52.57503937187197
3,16,39,40.534577779141394
3,16,38,51.86825451565963
3,16,37,54.27206976869286
3,16,36,42.466831378820515
3,16,35,47.008931663935925
3,16,34,49.3877901311465
3,16,33,52.807489021521604
3,16,32,46.76953028712376
3,16,31,40.624722318987686
3,16,30,44.807643186954984
3,16,29,51.52886020523289
3,16,28,48.813249075721686
3,16,27,53.36904444476894
3,16,26,50.41441413833945
3,16,25,41.61184865159257
3,16,24,53.86045290310402
3,16,23,46.60551925126417
3,16,22,43.72394071238692
3,16,21,55.493898568162706
3,16,20,42.62854870867734
3,16,19,43.65985703012971
3,16,18,55.72414248826766
3,16,17,45.04221602861519
3,16,16,51.69366518243311
3,16,15,55.01948920596929
3,16,14,50.63756243821488
3,16,13,52.020501725185966
3,16,12,53.117568217128024
3,16,11,52.60231014417833
3,16,10,48.39040367822775
3,16,9,52.54649116768513
3,16,8,52.222887975833785
3,16,7,42.67193946819561
3,16,6,49.478556749786115
3,16,5,42.4569391085819
3,16,4,52.9792913830435
3,16,3,50.74860661716441
3,16,2,40.2305090192204
3,16,1,51.963271280863694
3,16,0,54.483337454380994
3,15,59,43.3453964608792
3,15,58,52.42292323715402
3,15,57,48.981743580999726
3,15,56,51.39011822486976
3,15,55,45.7916493802336
3,15,54,41.52688702306377
3,15,53,44.84622414627238
3,15,52,52.5180293562423
3,15,51,43.761663835114064
3,15,50,46.34937308106854
3,15,49,50.503369702394494
3,15,48,54.20844755212734
3,15,47,52.903464241081316
3,15,46,42.828286141412
3,15,45,41.54684333621569
3,15,44,44.530682510320645
3,15,43,50.345235909584346
3,15,42,42.0064524782091
3,15,41,46.30211917165675
3,15,40,45.1867922458784
3,15,39,40.211019349448165
3,15,38,51.620784686038334
3,15,37,45.93559332304933
3,15,36,42.542543603955764
3,15,35,54.95364330721898
3,15,34,53.1075744713759
3,15,33,49.3616699278187
3,15,32,43.221382365355396
3,15,31,54.89215045081362
3,15,30,54.11315037453598
3,15,29,53.67436721706665
3,15,28,52.638676992978965
3,15,27,48.37060260351474
3,15,26,48.766757670390504
3,15,25,43.507041034883194
3,15,24,44.450671074683726
3,15,23,46.73577548901702
3,15,22,44.85196720296463
3,15,21,44.89830165948296
3,15,20,54.08574008358488
3,15,19,43.84234657739429
3,15,18,46.07708405736287
3,15,17,44.134228055825275
3,15,16,48.8633990468452
3,15,15,43.617972264424786
3,15,14,52.06939461243083
3,15,13,41.53112547920129
3,15,12,54.40536696146489
3,15,11,47.416539992722804
3,15,10,53.63176087052749
3,15,9,45.46030140929217
3,15,8,46.93080494677595
3,15,7,45.05922744336088
3,15,6,46.712782335429175
3,15,5,52.129904571918914
3,15,4,44.8739641743183
3,15,3,48.06465533424458
3,15,2,48.06542489076557
3,15,1,42.52807848526878
3,15,0,52.10639584745293
3,14,59,42.131058447406
3,14,58,40.86299583991686
3,14,57,47.63059327036113
3,14,56,47.6309313721299
3,14,55,40.15227518366328
3,14,54,45.49395990538244
3,14,53,47.76321524400362
3,14,52,48.810263511579805
3,14,51,48.211735129661484
3,14,50,52.87060465167812
3,14,49,48.607697179462726
3,14,48,40.25338799172616
3,14,47,53.836765536062195
3,14,46,50.79317363526384
3,14,45,40.8908220092497
3,14,44,49.935098518397815
3,14,43,49.94037098802484
3,14,42,49.325842038666316
3,14,41,46.61287569304444
3,14,40,41.43205684228902
3,14,39,50.88022641132085
3,14,38,42.623164926441845
3,14,37,52.608847816488776
3,14,36,45.077233587943155
3,14,35,47.447601180490274
3,14,34,46.52814409235028
3,14,33,46.15036448836213
3,14,32,47.084670627808684
3,14,31,49.804845023855684
3,14,30,46.187929601499974
3,14,29,45.437687585261955
3,14,28,51.95330111573414
3,14,27,44.63840580522013
3,14,26,50.779911325768346
3,14,25,52.881663262843524
3,14,24,46.5786822359395
3,14,23,40.200857830120604
3,14,22,51.995759284191024
3,14,21,49.195209331913205
3,14,20,51.80174132286945
3,14,19,43.328964827048296
3,14,18,51.693066990201835
3,14,17,50.166723479091175
3,14,16,41.63037807467881
3,14,15,51.27338066225016
3,14,14,48.349865204999375
3,14,13,52.11948592559736
3,14,12,42.17364565805969
3,14,11,53.43058437953174
3,14,10,45.97066943509482
3,14,9,41.668980792951764
3,14,8,51.390838098124014
3,14,7,53.67618674063329
3,14,6,44.37066255036125
3,14,5,53.659912488214594
3,14,4,52.93191781218179
3,14,3,44.52898546731744
3,14,2,40.00367265670326
3,14,1,43.15316164054122
3,14,0,52.605569261982225
3,13,59,52.131098927495174
3,13,58,52.63075273032874
3,13,57,44.38130237322745
3,13,56,52.22841483809165
3,13,55,41.12996505114246
3,13,54,40.605530159288705
3,13,53,41.14961324692238
3,13,52,42.938124375872505
3,13,51,46.361507876010776
3,13,50,47.87875582052628
3,13,49,51.697602627190065
3,13,48,40.68468642331499
3,13,47,52.34880915461545
3,13,46,41.561218748047196
3,13,45,48.9856735570151
3,13,44,46.97179806934591
3,13,43,46.994201511326075
3,13,42,49.415383574603126
3,13,41,41.802856500971174
3,13,40,47.34244554525861
3,13,39,43.79453704464462
3,13,38,40.599565822675
3,13,37,45.5648886541501
3,13,36,42.53710837126889
3,13,35,46.3353301192746
3,13,34,46.67096791903949
3,13,33,42.092268544466314
3,13,32,46.43340320771774
3,13,31,48.6865012810773
3,13,30,44.33866343365692
3,13,29,50.07780923316329
3,13,28,43.369483574864006
3,13,27,43.23310254432367
3,13,26,50.81061026815996
3,13,25,48.64327689209697
3,13,24,51.92952740810238
3,13,23,43.920390204280196
3,13,22,51.31211828167041
3,13,21,40.248480805449304
3,13,20,49.926716993580456
3,13,19,44.11755081266698
3,13,18,50.61192906887507
3,13,17,41.49882207891444
3,13,16,47.78575309166746
3,13,15,41.433761445769086
3,13,14,42.41275181212692
3,13,13,47.545965251366546
3,13,12,51.9845918577587
3,13,11,46.40217269525704
3,13,10,48.09918706075635
3,13,9,49.358452492289096
3,13,8,47.74275116026601
3,13,7,52.44966066848137
3,13,6,47.10126846500512
3,13,5,46.52564634334475
3,13,4,47.03270124348026
3,13,3,40.93027455986082
3,13,2,45.457675935911304
3,13,1,50.61355349712081
3,13,0,47.18139005980748
3,12,59,42.58688618215615
3,12,58,44.3685564155241
3,12,57,48.576244882303726
3,12,56,50.8128316406647
3,12,55,41.88644414321459
3,12,54,40.08102988300049
3,12,53,49.791680302998834
3,12,52,46.7411426075629
3,12,51,42.64860860771978
3,12,50,46.56490465638308
3,12,49,43.53845861885492
3,12,48,43.092805913197964
3,12,47,42.06349360792986
3,12,46,48.795444050254886
3,12,45,49.22142709966526
3,12,44,41.641301140221685
3,12,43,50.59404479530559
3,12,42,42.35559766082071
3,12,41,46.07908220394757
3,12,40,50.1902726723181
3,12,39,42.65256526845594
3,12,38,45.529800483805246
3,12,37,49.4204587933631
3,12,36,50.504084452443124
3,12,35,46.14264926293212
3,12,34,42.3845133891199
3,12,33,51.216106208278426
3,12,32,50.770927784243455
3,12,31,40.67573346735561
3,12,30,49.30023250932242
3,12,29,48.219143817708286
3,12,28,45.69419650980123
3,12,27,45.49310485158412
3,12,26,47.25554579714631
3,12,25,40.44960482340147
3,12,24,40.269256219156226
3,12,23,42.80422726093747
3,12,22,45.52127508780698
3,12,21,43.379567033525205
3,12,20,46.639817275407985
3,12,19,48.843438795595674
3,12,18,49.06676536924319
3,12,17,43.14966020191004
3,12,16,43.34876273945542
3,12,15,51.495956007805454
3,12,14,45.328090386403545
3,12,13,46.80643867999286
3,12,12,47.16609694596899
3,12,11,42.18025463987898
3,12,10,46.21401577802526
3,12,9,49.0883514247676
3,12,8,47.69570059443372
3,12,7,42.94472829641912
3,12,6,46.88153063263498
3,12,5,43.41214570948955
3,12,4,42.49797133086857
3,12,3,41.32690760570928
3,12,2,49.66856758758777
3,12,1,46.07811299328156
3,12,0,47.95073611539705
3,11,59,46.057325993455834
3,11,58,44.83525648527812
3,11,57,44.08382794774955
3,11,56,47.49189042836461
3,11,55,43.077891108187536
3,11,54,43.19262717891166
3,11,53,40.063602926546174
3,11,52,46.907429485260806
3,11,51,47.918804617835754
3,11,50,42.56888155749236
3,11,49,44.38862916169614
3,11,48,40.48885823675161
3,11,47,50.673659067022754
3,11,46,46.314426483866086
3,11,45,40.985672195299564
3,11,44,45.94871620377271
3,11,43,50.725756212979405
3,11,42,49.084447434049764
3,11,41,46.01514538614211
3,11,40,43.05337186191331
3,11,39,45.89827232306912
3,11,38,50.20858681785704
3,11,37,43.34279209499374
3,11,36,44.89001111324208
3,11,35,48.85866634199481
3,11,34,49.874344794532405
3,11,33,50.53474366414696
3,11,32,45.47476170046846
3,11,31,42.28990687617775
3,11,30,45.29425255436776
3,11,29,40.43259841311777
3,11,28,50.263880933994834
3,11,27,46.58031837463562
3,11,26,44.31725462325879
3,11,25,49.929218961011706
3,11,24,42.55917486306069
3,11,23,43.22790156208811
3,11,22,43.48784858228325
3,11,21,40.82475152252007
3,11,20,46.44096673839134
3,11,19,41.74646950570197
3,11,18,47.497199322484185
3,11,17,41.209135888504804
3,11,16,46.644646200318455
3,11,15,47.28567518454528
3,11,14,45.10740350789867
3,11,13,42.742399982418924
3,11,12,50.24223324493774
3,11,11,48.915291942114145
3,11,10,43.85747822690229
3,11,9,49.2696268905776
3,11,8,41.247222902254826
3,11,7,43.09638905443255
3,11,6,40.677716561904454
3,11,5,49.55235125595941
3,11,4,40.637203879792835
3,11,3,46.99987406363788
3,11,2,42.500769554347194
3,11,1,49.42641393409746
3,11,0,43.360688947471914
3,10,59,46.061566334590296
3,10,58,41.13347729032184
3,10,57,47.0964649018717
3,10,56,41.91388060898736
3,10,55,44.99682472668483
3,10,54,40.951614750409775
3,10,53,42.61321474935793
3,10,52,47.09476612753978
3,10,51,47.02639968659463
3,10,50,43.28396339538475
3,10,49,40.12815899099293
3,10,48,45.979864140980744
3,10,47,44.340704765204926
3,10,46,49.06080616654532
3,10,45,47.4151263870427
3,10,44,46.84058011993662
3,10,43,43.39018169717703
3,10,42,48.91190113110366
3,10,41,48.76569358309726
3,10,40,46.99639367382878
3,10,39,46.016824069517234
3,10,38,41.344227478225385
3,10,37,43.43664271345178
3,10,36,41.029934836684205
3,10,35,47.43982723237636
3,10,34,40.613063911853494
3,10,33,41.368783456328615
3,10,32,47.474426393163625
3,10,31,45.03958120242711
3,10,30,40.7523049153548
3,10,29,46.568491209518
3,10,28,48.42420993516777
3,10,27,43.352005642932845
3,10,26,49.02927049831849
3,10,25,46.71965077208329
3,10,24,41.82066066030796
3,10,23,41.03943544479133
3,10,22,44.93989033584726
3,10,21,48.61824717114188
3,10,20,40.655619030993044
3,10,19,49.611991463515906
3,10,18,47.94032975787721
3,10,17,48.24835774619077
3,10,16,40.89394922942169
3,10,15,48.53278197788025
3,10,14,42.233594311745065
3,10,13,41.25409369515512
3,10,12,48.9074009942703
3,10,11,42.43654823983917
3,10,10,43.1777557432664
3,10,9,43.69568837635158
3,10,8,42.61341796860586
3,10,7,48.69016244479401
3,10,6,49.72387431150526
3,10,5,41.15391653847968
3,10,4,42.658885165877535
3,10,3,41.17499379849787
3,10,2,41.11273602821467
3,10,1,43.27520984304461
3,10,0,43.179150883147656
3,9,59,41.76926172923283
3,9,58,48.459724478037415
3,9,57,40.596735350754365
3,9,56,43.11609660340176
3,9,55,44.21902455946011
3,9,54,45.86837572999857
3,9,53,43.9083672891219
3,9,52,48.08431918742004
3,9,51,48.9475582506158
3,9,50,42.7178668072839
3,9,49,45.30533415988816
3,9,48,40.16393733192035
3,9,47,42.509128834524255
3,9,46,48.87178004360265
3,9,45,41.2159375721459
3,9,44,48.81005792816945
3,9,43,43.27718156521318
3,9,42,45.720000956583405
3,9,41,40.21216720641531
3,9,40,44.90354282176946
3,9,39,41.75666102944973
3,9,38,41.47783034923553
3,9,37,44.131656304857266
3,9,36,43.21809186197988
3,9,35,40.589175414520334
3,9,34,43.91590949343929
3,9,33,43.68747919417833
3,9,32,44.79063185230304
3,9,31,42.77182296348845
3,9,30,43.22508076428098
3,9,29,46.44230359051635
3,9,28,40.27152377688001
3,9,27,43.991596237122536
3,9,26,40.57986584396154
3,9,25,45.45948231711907
