Day,Hour,Minute,CPU
5,0,15,3
5,0,14,3
5,0,13,3
5,0,12,3
5,0,11,3
5,0,10,3
5,0,9,3
5,0,8,3
5,0,7,3
5,0,6,3
5,0,5,3
5,0,4,3
5,0,3,3
5,0,2,3
5,0,1,3
5,0,0,3
4,23,59,13.902772117671905
4,23,58,15.973470637004061
4,23,57,10.254283572088363
4,23,56,23.531545220021634
4,23,55,17.86326671735815
4,23,54,14.451308305691025
4,23,53,24.680484036644707
4,23,52,20.763415300353827
4,23,51,22.817375796552163
4,23,50,12.016409591379023
4,23,49,24.192681014941588
4,23,48,18.1184525589114
4,23,47,24.36705251786557
4,23,46,9.702267540480843
4,23,45,17.75489226684245
4,23,44,7.664777783418061
4,23,43,19.560731397357998
4,23,42,9.265757802479754
4,23,41,8.285257396643203
4,23,40,25.673395540815477
4,23,39,12.781186941508818
4,23,38,16.097176538787412
4,23,37,27.528165057814707
4,23,36,24.014098300325763
4,23,35,23.974277375770427
4,23,34,11.021279681431668
4,23,33,19.13797458633845
4,23,32,24.957281132517956
4,23,31,20.19483151652948
4,23,30,25.437401677818965
4,23,29,25.60411498438668
4,23,28,14.162478299705338
4,23,27,22.51908510872488
4,23,26,8.808850341201596
4,23,25,15.459469242342033
4,23,24,18.705512740038436
4,23,23,16.08597844669584
4,23,22,25.71488569442457
4,23,21,20.606473678702784
4,23,20,8.299948612983453
4,23,19,21.847421348836587
4,23,18,15.872220168285024
4,23,17,14.712092598873411
4,23,16,10.726630657754162
4,23,15,12.145485774479805
4,23,14,10.932226717330817
4,23,13,20.88331236232107
4,23,12,11.665812701748418
4,23,11,19.05085899210641
4,23,10,11.099145392173366
4,23,9,18.96510336961726
4,23,8,24.282700704008434
4,23,7,8.20091721407402
4,23,6,18.381396158932148
4,23,5,23.563055889221573
4,23,4,7.152504738168435
4,23,3,24.550393168258
4,23,2,15.86202560144066
4,23,1,24.694212715711032
4,23,0,11.80537835732316
4,22,59,18.48133726630668
4,22,58,14.379854857221105
4,22,57,11.255462303579087
4,22,56,19.12383100584779
4,22,55,14.03219053901078
4,22,54,15.754932159084227
4,22,53,6.049480821423348
4,22,52,9.019207255319884
4,22,51,9.415166363073036
4,22,50,8.539921591369676
4,22,49,20.27967807176914
4,22,48,14.997108293057057
4,22,47,27.217794001072267
4,22,46,11.854115993090595
4,22,45,20.521012539954093
4,22,44,19.509515107957956
4,22,43,7.345904105705874
4,22,42,10.880325374034568
4,22,41,14.999493101036553
4,22,40,6.894991518178157
4,22,39,11.99052803807049
4,22,38,12.319079757608904
4,22,37,26.505664940109636
4,22,36,7.233164323577872
4,22,35,26.92405778576714
4,22,34,18.538521701429865
4,22,33,24.020492828818252
4,22,32,24.11366525676199
4,22,31,12.057793488064377
4,22,30,11.037152734975447
4,22,29,7.718230719944796
4,22,28,13.252216616874543
4,22,27,16.690607689204786
4,22,26,10.41630203858864
4,22,25,15.223972223654474
4,22,24,8.938245663411687
4,22,23,15.628145984169826
4,22,22,27.365847582277457
4,22,21,27.161233817518024
4,22,20,24.128465873705416
4,22,19,25.693682274187353
4,22,18,13.219203589744689
4,22,17,16.450226250886995
4,22,16,25.09474139924494
4,22,15,13.34454050934684
4,22,14,14.158505065152186
4,22,13,10.121876037337174
4,22,12,20.683389567518013
4,22,11,14.872945490925401
4,22,10,10.576072617364105
4,22,9,14.723777897016353
4,22,8,10.812354515157732
4,22,7,24.392196625725038
4,22,6,25.49235866914539
4,22,5,22.30631203504875
4,22,4,11.513707314958928
4,22,3,14.67896871268919
4,22,2,25.871546446874582
4,22,1,12.981732514994123
4,22,0,14.579862252903485
4,21,59,26.960502248199287
4,21,58,12.129731991230457
4,21,57,21.115514234524298
4,21,56,11.791570792904306
4,21,55,16.138087441869935
4,21,54,17.809296249984868
4,21,53,11.80757436246291
4,21,52,6.624090533484573
4,21,51,24.714942571444666
4,21,50,19.779415435877937
4,21,49,19.460204743250458
4,21,48,17.995385844783186
4,21,47,12.712774364239044
4,21,46,19.856529179057265
4,21,45,25.147659449262818
4,21,44,10.285711899331945
4,21,43,12.136224165172266
4,21,42,26.2159133512957
4,21,41,21.234745342159215
4,21,40,15.718508225330487
4,21,39,25.44658049580699
4,21,38,25.14061338936545
4,21,37,16.64545543589977
4,21,36,22.206412558260098
4,21,35,17.279819502140633
4,21,34,22.423838734315687
4,21,33,23.367067577103946
4,21,32,25.981205319312537
4,21,31,23.294596438901394
4,21,30,11.431097713716756
4,21,29,23.454984663374596
4,21,28,6.936614579438511
4,21,27,25.91146935544557
4,21,26,23.384839677988527
4,21,25,10.645494471729466
4,21,24,18.766884645577747
4,21,23,7.418650111666624
4,21,22,19.606953786430886
4,21,21,13.29794737099144
4,21,20,14.233293198476101
4,21,19,15.055590394906856
4,21,18,25.425378381749724
4,21,17,21.84853526514856
4,21,16,12.11729899657059
4,21,15,16.04398826039487
4,21,14,21.932351506577746
4,21,13,14.552556061467326
4,21,12,20.946723755389634
4,21,11,20.00672283528912
4,21,10,9.981186376898394
4,21,9,12.95064765580013
4,21,8,26.253312725332325
4,21,7,11.467838381904855
4,21,6,7.318583442447835
4,21,5,26.092111640631195
4,21,4,17.748689806406745
4,21,3,24.124332024187993
4,21,2,24.152792634690332
4,21,1,13.892368075885702
4,21,0,22.688196968662346
4,20,59,22.828650601686302
4,20,58,8.132649712650938
4,20,57,14.063456850115237
4,20,56,6.007489873300494
4,20,55,10.71855745473411
4,20,54,21.7989395711361
4,20,53,17.943402159530585
4,20,52,13.826684721800099
4,20,51,7.7255024430334345
4,20,50,15.170586120700161
4,20,49,9.624391160973103
4,20,48,7.012506084174261
4,20,47,21.010735485059755
4,20,46,10.131150795988503
4,20,45,12.978754973265115
4,20,44,22.938757436103906
4,20,43,21.17006704953745
4,20,42,19.940551316355535
4,20,41,24.93672829885884
4,20,40,16.860575444856202
4,20,39,6.754647294139284
4,20,38,7.715753767838578
4,20,37,25.969483487712306
4,20,36,11.009003986227619
4,20,35,24.595211947536253
4,20,34,8.914082329053974
4,20,33,12.567964220624795
4,20,32,23.00561404944623
4,20,31,17.67020259568873
4,20,30,6.703022238402536
4,20,29,17.391182982715275
4,20,28,25.636970604492955
4,20,27,7.586620310726204
4,20,26,9.824520345711884
4,20,25,16.391042646121228
4,20,24,12.850518249431376
4,20,23,7.69852478402633
4,20,22,8.9397821855142
4,20,21,22.045284745830184
4,20,20,20.191531814014983
4,20,19,16.362369002093395
4,20,18,21.25896599197238
4,20,17,18.14518343605596
4,20,16,17.637830529917906
4,20,15,21.141931328130156
4,20,14,23.781947702553943
4,20,13,6.869814972818194
4,20,12,7.200850601442648
4,20,11,10.292933629489077
4,20,10,10.605249422396428
4,20,9,10.82892607462135
4,20,8,20.04669838128214
4,20,7,16.60470905188586
4,20,6,15.05864435724313
4,20,5,19.328986596400775
4,20,4,17.445809896082796
4,20,3,12.606895982622909
4,20,2,20.864509799545722
4,20,1,9.50440927088382
4,20,0,7.704554315550347
4,19,59,21.94853073242627
4,19,58,20.074738218371156
4,19,57,9.678563194031039
4,19,56,10.245380329663707
4,19,55,10.599757244454839
4,19,54,10.42155617000801
4,19,53,8.153521578782925
4,19,52,10.324037506756223
4,19,51,23.526177065379365
4,19,50,10.625055510884653
4,19,49,9.798471654921247
4,19,48,17.90471800175287
4,19,47,11.523911185716068
4,19,46,18.202674005299667
4,19,45,6.4994694908313955
4,19,44,21.946169140456547
4,19,43,18.798471418735268
4,19,42,9.381730415365602
4,19,41,9.59092552642647
4,19,40,19.307104757009554
4,19,39,23.564841188545305
4,19,38,12.733842979720862
4,19,37,9.128721429562464
4,19,36,15.725863642190234
4,19,35,12.770685389315073
4,19,34,16.3371699429409
4,19,33,13.199782863456232
4,19,32,6.982591531013025
4,19,31,11.321911002744887
4,19,30,19.959074677462972
4,19,29,14.909565717215237
4,19,28,9.616569998062998
4,19,27,24.055180116472208
4,19,26,18.094120491250308
4,19,25,15.925554566536894
4,19,24,16.819684880927944
4,19,23,14.12721220855966
4,19,22,12.648412797204072
4,19,21,6.904769227820729
4,19,20,8.562317864494135
4,19,19,19.298685706410673
4,19,18,14.163122429889516
4,19,17,14.873957604829629
4,19,16,6.731378361959739
4,19,15,24.249522687957715
4,19,14,24.782612783088076
4,19,13,18.589747697074046
4,19,12,11.551147316546995
4,19,11,22.859126789407128
4,19,10,18.218967680451186
4,19,9,20.706927912699285
4,19,8,11.846488156919765
4,19,7,24.269431708082337
4,19,6,7.4273425589996585
4,19,5,8.117719235809458
4,19,4,10.658220049766026
4,19,3,15.145837561381398
4,19,2,12.657616290584388
4,19,1,7.316096341719245
4,19,0,11.814615238618686
4,18,59,17.58782273077722
4,18,58,11.267691622642948
4,18,57,19.388900074031547
4,18,56,15.168163732922432
4,18,55,23.892387428921694
4,18,54,7.852182788966827
4,18,53,6.412380251166288
4,18,52,9.6197742856458
4,18,51,18.42875940980813
4,18,50,17.53430408478444
4,18,49,9.109848300939369
4,18,48,9.115631923250113
4,18,47,13.813479675605993
4,18,46,11.460857967677931
4,18,45,16.1239348438482
4,18,44,10.578150609494937
4,18,43,12.552279297040183
4,18,42,22.69941129324118
4,18,41,20.322484596787945
4,18,40,23.63849374113093
4,18,39,12.013385655349035
4,18,38,21.475540593185222
4,18,37,19.865444315402847
4,18,36,14.614684456140228
4,18,35,11.391377143362522
4,18,34,9.61476962714563
4,18,33,21.41712850816849
4,18,32,10.792204708094138
4,18,31,14.299579161124743
4,18,30,12.367828119884386
4,18,29,7.417177333008146
4,18,28,10.586146484333849
4,18,27,17.42026616840588
4,18,26,12.675307810643652
4,18,25,20.769567663084235
4,18,24,16.233617104124953
4,18,23,22.874849920967065
4,18,22,12.889650791543536
4,18,21,9.070576057643242
4,18,20,10.718007705247878
4,18,19,16.794908884845384
4,18,18,11.8908305516496
4,18,17,14.315685097472587
4,18,16,11.583177590183247
4,18,15,20.257589193310345
4,18,14,11.028991182502608
4,18,13,9.720737363111636
4,18,12,17.332506474723306
4,18,11,19.921205120555125
4,18,10,17.994594809634734
4,18,9,18.80532161683324
4,18,8,22.685243403833674
4,18,7,17.619870728879533
4,18,6,22.054906146478526
4,18,5,10.932314275159394
4,18,4,16.367832692739295
4,18,3,18.742730222580327
4,18,2,15.14590216024524
4,18,1,10.357363663170648
4,18,0,9.572818695160931
4,17,59,81.24186544400499
4,17,58,85.7831679670288
4,17,57,71.3456708247614
4,17,56,73.48211717503973
4,17,55,77.6646295537388
4,17,54,76.8584801873404
4,17,53,71.80814565198295
4,17,52,83.16294786309038
4,17,51,84.95127434802184
4,17,50,81.62410267414076
4,17,49,73.64890589685197
4,17,48,72.05586837061475
4,17,47,81.02483532592356
4,17,46,77.92278957634346
4,17,45,85.54825154323198
4,17,44,72.50057622155433
4,17,43,76.2124066723646
4,17,42,81.12642582238651
4,17,41,76.16654645695571
4,17,40,78.05439188445241
4,17,39,83.75995317679246
4,17,38,85.14869008431864
4,17,37,78.29683025024647
4,17,36,80.2869595103542
4,17,35,74.29587306056597
4,17,34,86.37361125433445
4,17,33,76.83843778226169
4,17,32,79.52708154481184
4,17,31,74.30448306629113
4,17,30,75.25983777962281
4,17,29,85.3791761278105
4,17,28,71.97527293563732
4,17,27,74.85455612333043
4,17,26,71.58124759772546
4,17,25,80.67983559990293
4,17,24,78.16651622346063
4,17,23,83.06656112420436
4,17,22,76.07098516838218
4,17,21,78.6482210909966
4,17,20,86.08193068826532
4,17,19,81.96999684844002
4,17,18,72.33474333056196
4,17,17,84.34414812671113
4,17,16,77.19539548278138
4,17,15,71.18418475813864
4,17,14,79.9737534866626
4,17,13,71.58761924641564
4,17,12,71.24071872775566
4,17,11,78.17266787978284
4,17,10,85.72307388918207
4,17,9,86.52388325947702
4,17,8,77.07706441415466
4,17,7,81.82237714854809
4,17,6,70.21199308447937
4,17,5,78.11277737601796
4,17,4,78.87529376172232
4,17,3,74.72487803993745
4,17,2,85.68146156886527
4,17,1,86.6421990735052
4,17,0,74.03072639225488
4,16,59,72.19682796761091
4,16,58,74.13420110722689
4,16,57,61.74170159825428
4,16,56,73.49593276062684
4,16,55,65.3666864531705
4,16,54,66.55554649965556
4,16,53,71.97340797485603
4,16,52,75.42591978931848
4,16,51,72.54897519132385
4,16,50,75.93499091487301
4,16,49,62.48577017406881
4,16,48,67.78765689946373
4,16,47,66.39688239545885
4,16,46,60.8728285148223
4,16,45,74.80863043795779
4,16,44,62.15663126028771
4,16,43,67.99793694361159
4,16,42,72.47536055474393
4,16,41,61.36855635796922
4,16,40,65.20413438259258
4,16,39,64.32088038926612
4,16,38,66.82741420698684
4,16,37,61.1373850193686
4,16,36,71.94976145562345
4,16,35,74.83666418699096
4,16,34,64.13330131114152
4,16,33,69.72157994333213
4,16,32,60.30977337161632
4,16,31,62.910746541979684
4,16,30,67.6580109075849
4,16,29,69.99500500831512
4,16,28,72.97396970139897
4,16,27,73.79513576229421
4,16,26,61.73427237826943
4,16,25,72.8817130709075
4,16,24,75.82119000612632
4,16,23,62.59316693608887
4,16,22,71.26337288472608
4,16,21,70.57244515923503
4,16,20,73.53725621494112
4,16,19,62.75224774381916
4,16,18,70.09764328554391
4,16,17,68.43374312559605
4,16,16,71.25445894280173
4,16,15,62.33840062882423
4,16,14,68.0106188752145
4,16,13,69.21197263673032
4,16,12,71.50186143127979
4,16,11,68.14212795932819
4,16,10,69.60372257331946
4,16,9,68.1730907030372
4,16,8,65.13018745010896
4,16,7,65.11479789548694
4,16,6,62.73274464158107
4,16,5,74.80685697620996
4,16,4,70.94180217406407
4,16,3,64.87800168875731
4,16,2,69.9496380865478
4,16,1,67.57206745967908
4,16,0,66.63104020251558
4,15,59,66.22892681257615
4,15,58,73.40174229556715
4,15,57,68.40853274901131
4,15,56,72.40239761115335
4,15,55,64.5467926194594
4,15,54,67.37776162654183
4,15,53,73.97464227768305
4,15,52,61.73404997750123
4,15,51,74.00940297404698
4,15,50,74.59876314946698
4,15,49,74.90419220755943
4,15,48,66.05015307857279
4,15,47,67.35267206810968
4,15,46,66.26233836475373
4,15,45,62.290512159964955
4,15,44,61.19284290811994
4,15,43,71.64751180995282
4,15,42,67.38999500058429
4,15,41,64.17992715708097
4,15,40,70.94409260693357
4,15,39,73.22056689478259
4,15,38,60.57751252958708
4,15,37,65.54313064527443
4,15,36,72.64799988377925
4,15,35,67.83061026052894
4,15,34,64.57284297452352
4,15,33,65.88692032945224
4,15,32,67.09357125694213
4,15,31,60.53830207628584
4,15,30,69.73477208512028
4,15,29,67.81909940655956
4,15,28,64.91043454148857
4,15,27,72.95750453762616
4,15,26,61.89985110247668
4,15,25,73.98508777776046
4,15,24,70.74212408567115
4,15,23,70.95967689831727
4,15,22,60.31917299781091
4,15,21,72.42595712995393
4,15,20,74.77053425021448
4,15,19,60.19314164356566
4,15,18,66.05271643925549
4,15,17,74.47599397614566
4,15,16,74.48381167267304
4,15,15,68.1896701033058
4,15,14,60.61621994295578
4,15,13,67.05905098150738
4,15,12,74.65805294829221
4,15,11,73.92706393971524
4,15,10,66.67364875116702
4,15,9,71.46318449916848
4,15,8,64.99199263388054
4,15,7,72.05730738385907
4,15,6,63.03238014573858
4,15,5,66.12393365169433
4,15,4,63.85942198145318
4,15,3,66.10692365442164
4,15,2,69.76471473069643
4,15,1,73.05771993673586
4,15,0,66.24855527456148
4,14,59,62.56327542198611
4,14,58,73.28181180424083
4,14,57,69.36356901846601
4,14,56,63.23663731266241
4,14,55,66.91751402472188
4,14,54,67.5736355154335
4,14,53,63.06324601699604
4,14,52,68.77520193701444
4,14,51,65.60994090529397
4,14,50,62.56391375515277
4,14,49,66.1416898721316
4,14,48,61.08373942199825
4,14,47,60.8357055340503
4,14,46,60.052175553075024
4,14,45,65.44131497875553
4,14,44,62.63741571846191
4,14,43,66.49601962614325
4,14,42,60.225747080153596
4,14,41,60.24112649919176
4,14,40,60.629240274816354
4,14,39,68.00312745312453
4,14,38,69.97581165093527
4,14,37,62.070642780140204
4,14,36,62.73601192335888
4,14,35,71.05393564469037
4,14,34,67.68534946527538
4,14,33,61.25693579184444
4,14,32,61.654753300760504
4,14,31,64.78823817068181
4,14,30,73.85782868561168
4,14,29,65.64460856020185
4,14,28,61.683844577781855
4,14,27,68.14419532134286
4,14,26,63.51679580372182
4,14,25,68.90695152960163
4,14,24,70.57644010105534
4,14,23,67.95355060023392
4,14,22,63.29563259002862
4,14,21,66.15008066593714
4,14,20,66.17660561089103
4,14,19,63.36411421602161
4,14,18,71.64522388839471
4,14,17,65.70056300781177
4,14,16,60.062976334097876
4,14,15,69.06047618777227
4,14,14,62.225197572376054
4,14,13,71.42668396552787
4,14,12,73.42844838369805
4,14,11,64.97545773220578
4,14,10,62.329937363219244
4,14,9,68.73711545924057
4,14,8,66.06620447014991
4,14,7,67.80149538938083
4,14,6,72.32290655434748
4,14,5,63.258071733966375
4,14,4,64.14841830023481
4,14,3,71.7724142768753
4,14,2,61.33385177332627
4,14,1,72.65729766565657
4,14,0,71.72743458973181
4,13,59,61.98176754265942
4,13,58,60.90895258085963
4,13,57,63.4138570394471
4,13,56,71.21124536228584
4,13,55,60.07935224922593
4,13,54,71.44713046077251
4,13,53,70.57730579987097
4,13,52,63.079781007146444
4,13,51,71.13495596067945
4,13,50,72.13930107911412
4,13,49,68.20119867382499
4,13,48,61.470779608510774
4,13,47,66.2393954639364
4,13,46,72.64186828442055
4,13,45,62.19411926503655
4,13,44,70.23314972360343
4,13,43,64.55059975821477
4,13,42,71.05245938847331
4,13,41,72.59913910993463
4,13,40,69.96945342027546
4,13,39,61.67872825323629
4,13,38,71.43822867074545
4,13,37,60.93984253611953
4,13,36,68.81282711161242
4,13,35,68.71994786402317
4,13,34,72.24797238731158
4,13,33,64.91705788476801
4,13,32,62.8700015065209
4,13,31,61.60391112877116
4,13,30,67.3417685230885
4,13,29,67.12805293138341
4,13,28,70.53481229191237
4,13,27,60.81101823480385
4,13,26,62.21796627800148
4,13,25,62.19383276645606
4,13,24,72.97402600450675
4,13,23,64.21782538848035
4,13,22,68.06208929321544
4,13,21,72.65340959403594
4,13,20,61.494446363520815
4,13,19,72.12870185446269
4,13,18,65.54724431396244
4,13,17,71.2630782868986
4,13,16,72.74511885084513
4,13,15,65.50289921653442
4,13,14,70.9608444709182
4,13,13,65.5433749395743
4,13,12,66.48400908639965
4,13,11,61.30879490198909
4,13,10,60.803365035459
4,13,9,60.62526781512361
4,13,8,68.08899452885187
4,13,7,61.93752402458738
4,13,6,61.922722138716914
4,13,5,71.49062814543849
4,13,4,70.83576899871558
4,13,3,62.05362443402606
4,13,2,64.84791074682093
4,13,1,67.1014879926431
4,13,0,62.43891340575937
4,12,59,70.8872430553939
4,12,58,64.9911908992324
4,12,57,67.72232763283367
4,12,56,62.64555087259565
4,12,55,70.14419247106052
4,12,54,64.30442094614239
4,12,53,65.92835873318974
4,12,52,70.63094273873511
4,12,51,67.6208416866458
4,12,50,61.519349715174954
4,12,49,68.58241320883482
4,12,48,71.64092046831489
4,12,47,71.60965360493614
4,12,46,68.35757204759467
4,12,45,65.90745979257845
4,12,44,70.75859880900478
4,12,43,68.40027021229764
4,12,42,61.233801556852534
4,12,41,60.68631064713543
4,12,40,68.62252757358364
4,12,39,66.41144015233918
4,12,38,61.41292096614004
4,12,37,67.59169094653907
4,12,36,71.46303089659772
4,12,35,71.4365928645315
4,12,34,68.7901401605973
4,12,33,69.02477566536733
4,12,32,70.7425907872585
4,12,31,64.21549772412727
4,12,30,70.21106579978087
4,12,29,69.98469000143514
4,12,28,66.4302239531551
4,12,27,66.73084236587142
4,12,26,60.10787686254565
4,12,25,71.44276667282742
4,12,24,64.62708978859528
4,12,23,62.444130230258025
4,12,22,70.11004911724882
4,12,21,69.03408956378225
4,12,20,63.2710820974155
4,12,19,64.0060921006312
4,12,18,71.60477411339944
4,12,17,63.45074492226424
4,12,16,64.67873877000963
4,12,15,70.50864267121042
4,12,14,64.69336814746056
4,12,13,62.00264097248205
4,12,12,60.61798895344724
4,12,11,64.86167001750636
4,12,10,66.8373646904759
4,12,9,69.51494547582028
4,12,8,61.972332160661914
4,12,7,65.70020996669717
4,12,6,63.67959876329495
4,12,5,69.18119593029859
4,12,4,60.51490505325552
4,12,3,62.416177057393554
4,12,2,64.4596650847403
4,12,1,67.37781411402092
4,12,0,63.094928289369946
4,11,59,70.60007314544688
4,11,58,66.48412185839065
4,11,57,61.05328049447917
4,11,56,60.33326969272792
4,11,55,66.4305051692738
4,11,54,68.38284154267541
4,11,53,62.740862480565035
4,11,52,65.5853724605064
4,11,51,67.40505872035317
4,11,50,62.52621169614887
4,11,49,68.86427489940549
4,11,48,70.04069775189708
4,11,47,62.60232370827398
4,11,46,63.974301091687124
4,11,45,60.6167672090703
4,11,44,61.31140634639197
4,11,43,70.97976454518525
4,11,42,64.41053965415847
4,11,41,64.99763645814977
4,11,40,67.10206228853345
4,11,39,70.12634582013011
4,11,38,62.04290929836083
4,11,37,69.32102888244445
4,11,36,63.19706528640023
4,11,35,60.47220450390103
4,11,34,67.8064592815625
4,11,33,67.90894816859264
4,11,32,70.03560088407761
4,11,31,62.0047308212809
4,11,30,62.89945664196885
4,11,29,70.19219038196682
4,11,28,65.96006866957016
4,11,27,68.96246594218421
4,11,26,61.314604602263955
4,11,25,62.9530632453276
4,11,24,69.76764167413424
4,11,23,67.41070937261404
4,11,22,68.40080586062838
4,11,21,67.50427420774734
4,11,20,65.54604583076441
4,11,19,62.68482701254553
4,11,18,66.96734340107886
4,11,17,60.56714044892987
4,11,16,66.87586434067369
4,11,15,60.35737570976753
4,11,14,68.53536506630394
4,11,13,61.854841022551476
4,11,12,60.69105849342865
4,11,11,60.686414572958704
4,11,10,60.69028188493293
4,11,9,67.14422021441658
4,11,8,64.41628594440279
4,11,7,64.32993421398236
4,11,6,64.58499639265813
4,11,5,61.14284405479849
4,11,4,61.349820811771174
4,11,3,68.85840418399614
4,11,2,67.30768547940008
4,11,1,68.48800138841654
4,11,0,69.14005556096896
4,10,59,68.03971155573902
4,10,58,63.779567932350744
4,10,57,64.69789160181786
4,10,56,68.67670709168132
4,10,55,65.19489613551247
4,10,54,68.47342828101144
4,10,53,64.54253155080914
4,10,52,64.4228870276751
4,10,51,64.28149053855208
4,10,50,62.767965887680916
4,10,49,66.64482213041723
4,10,48,67.84634685575405
4,10,47,65.51659317356591
4,10,46,67.09791244261903
4,10,45,69.52941055306341
4,10,44,67.55062891261599
4,10,43,63.1180048047124
4,10,42,63.52795448456927
4,10,41,62.12278045911906
4,10,40,67.41032536316034
4,10,39,69.45401781395515
4,10,38,69.90286249650711
4,10,37,63.9004097824458
4,10,36,60.5682743169659
4,10,35,66.15228591491935
4,10,34,64.21877280666318
4,10,33,66.174454778157
4,10,32,69.58956352030077
4,10,31,62.57597013878568
4,10,30,63.11800729134374
4,10,29,64.04504387954596
4,10,28,68.91043691968179
4,10,27,66.13265691742352
4,10,26,68.86848659212545
4,10,25,65.66656515546119
4,10,24,60.24957976052937
4,10,23,63.42335208336735
4,10,22,66.92720729180998
4,10,21,66.49882286339708
4,10,20,64.03140461350283
4,10,19,64.56422094123263
4,10,18,60.38181534612025
4,10,17,60.89699884061878
4,10,16,62.01095411912846
4,10,15,66.51026833851995
4,10,14,69.89562844821161
4,10,13,68.30937539058287
4,10,12,68.40557193011091
4,10,11,66.60857644715252
4,10,10,61.96351745861118
4,10,9,69.02164735741054
4,10,8,64.27018675950619
4,10,7,64.65411391687483
4,10,6,60.70389317404515
4,10,5,65.73118406136604
4,10,4,61.88056304122995
4,10,3,62.04198973231167
4,10,2,63.767216629584055
4,10,1,60.14616603430151
4,10,0,69.92136890102397
4,9,59,63.36381206144256
4,9,58,68.44993255827461
4,9,57,62.583735850748184
4,9,56,64.54966969802256
4,9,55,67.30199417909867
4,9,54,67.9721262956179
4,9,53,68.43785929814487
4,9,52,64.17187845669287
4,9,51,64.385326216782
4,9,50,66.19728702993322
4,9,49,66.28953944479295
4,9,48,64.31614245969595
4,9,47,68.90454460224473
4,9,46,61.908254860292814
4,9,45,64.39867929716905
4,9,44,68.72104536623996
4,9,43,66.80708878740548
4,9,42,67.33421954246788
4,9,41,68.802792783478
4,9,40,60.734501932744124
4,9,39,60.867963116524855
4,9,38,60.747266050306855
4,9,37,68.57446044771304
4,9,36,61.531567063018116
4,9,35,61.49935003545183
4,9,34,61.06959804222289
4,9,33,64.37103929177337
4,9,32,67.06957253897623
4,9,31,68.28414804762868
4,9,30,62.726983007331256
4,9,29,67.99595400179966
4,9,28,67.39573092427675
4,9,27,64.81332131276689
4,9,26,62.21385239464361
4,9,25,66.4186483713337
4,9,24,62.04326033852882
4,9,23,66.79298255108844
4,9,22,64.06424266327693
4,9,21,66.3783952860836
4,9,20,62.86619295308649
4,9,19,67.09899682948533
4,9,18,62.71315049883354
4,9,17,63.27489210278184
4,9,16,63.51159951907744
4,9,15,61.561099991377176
4,9,14,61.54242077296697
4,9,13,68.79089227437733
4,9,12,64.63911649283958
4,9,11,66.12453337408863
4,9,10,68.28305584789709
4,9,9,60.97086127373723
4,9,8,66.78889430285079
4,9,7,61.607933235409064
4,9,6,65.82591131842064
4,9,5,60.51240385137144
4,9,4,65.76416859607792
4,9,3,64.14287057495372
4,9,2,67.42010913291907
4,9,1,66.56302523666608
4,9,0,68.18702192055464
4,8,59,5.095345435033677
4,8,58,4.365948636062765
4,8,57,3.0147194195825455
4,8,56,7.965728302792452
4,8,55,3.5121664879743464
4,8,54,8.691120209692393
4,8,53,10.621822795889349
4,8,52,9.009767018150542
4,8,51,4.428708216001363
4,8,50,6.22451646846706
4,8,49,8.210619222834573
4,8,48,4.399521791337904
4,8,47,9.279891263497582
4,8,46,9.07704564356525
4,8,45,8.632141412079594
4,8,44,4.628085557043681
4,8,43,3.7041891632685937
4,8,42,3.7322422055807563
4,8,41,9.832519706304168
4,8,40,8.184843670336065
4,8,39,5.16356651794139
4,8,38,7.998125957583034
4,8,37,10.354540980645123
4,8,36,6.464750935696669
4,8,35,10.289378934850532
4,8,34,10.27066957278739
4,8,33,8.899008937778435
4,8,32,10.208703867134194
4,8,31,7.270442818273154
4,8,30,6.561697006447154
4,8,29,9.796815304940607
4,8,28,9.479093266296644
4,8,27,5.2242689291911715
4,8,26,10.737908749338633
4,8,25,9.335162201344165
4,8,24,10.087208251857001
4,8,23,4.31402559062163
4,8,22,10.618836029409987
4,8,21,3.082868067943721
4,8,20,8.081489846777833
4,8,19,5.214303814624076
4,8,18,4.544317406785255
4,8,17,9.555514104530248
4,8,16,9.487269529941273
4,8,15,3.9279704011588503
4,8,14,10.083626802369926
4,8,13,3.886513424986062
4,8,12,4.823886269124702
4,8,11,5.542745383844619
4,8,10,10.545114093290664
4,8,9,10.53727370927908
4,8,8,3.7527269926197633
4,8,7,3.6546596876899766
4,8,6,7.052474080213499
4,8,5,4.435142813251732
4,8,4,3.8110137355843743
4,8,3,4.296499719790954
4,8,2,5.5915329939171095
4,8,1,9.70058158422041
4,8,0,9.031081963803448
4,7,59,6.563166883104411
4,7,58,8.97250485400993
4,7,57,9.346753471294765
4,7,56,7.707105898074671
4,7,55,5.190875350142779
4,7,54,8.135305444981622
4,7,53,5.640239320015716
4,7,52,9.912635311770881
4,7,51,4.32558539630385
4,7,50,3.922653503252854
4,7,49,9.257980693269815
4,7,48,5.800497928597387
4,7,47,8.700993640671793
4,7,46,6.737812141787406
4,7,45,4.074881040917575
4,7,44,5.761941223248808
